EicCode;EicDisplayName;EicLongName;EicParent;EicResponsibleParty;EicStatus;MarketParticipantPostalCode;MarketParticipantIsoCountryCode;MarketParticipantVatCode;EicTypeFunctionList;type
44Y-00000000145G;FI_RRO000;UPM Sähkönsiirto Oy;;44X-000000001047;Active;;;;Metering Grid Area;Y
44Y-00000000146E;FI_KUU000;UPM Sähkönsiirto Oy;;44X-000000001047;Active;;;;Metering Grid Area;Y
44Y-00000000147C;FI_SCH000;UPM Sähkönsiirto Oy;;44X-000000001047;Active;;;;Metering Grid Area;Y
44Y-00000000148A;FI_ATVL00;UPM Energy Oy;;44X-000000000148;Active;;;;Metering Grid Area;Y
44Y-000000001498;FI_TYR000;UPM Energy Oy;;44X-000000000148;Active;;;;Metering Grid Area;Y
44Y-00000000150N;FI_KLT000;UPM Energy Oy;;44X-000000000148;Active;;;;Metering Grid Area;Y
44Y-00000000151L;FI_MUS000;Karhu Voima Verkko Oy;;44X-00000000067O;Active;;;;Metering Grid Area;Y
44Y-00000000152J;FI_ESE000;ESE-Verkko Oy;;44X-000000001322;Active;;;;Metering Grid Area;Y
44Y-00000000153H;FI_JYL000;Jylhän Sähköosuuskunta ;;44X-00000000134Z;Active;;;;Metering Grid Area;Y
44Y-00000000154F;FI_SIMA00;Mannin Tuulivoima;;44X-00000000135X;Active;;;;Metering Grid Area;Y
44Y-00000000155D;FI_SIMA01;Mannin maatila;;44X-00000000135X;Active;;;;Metering Grid Area;Y
44Y-00000000156B;FI_KOSS00;Koskenkorvan Tuulivoima;;44X-00000000135X;Active;;;;Metering Grid Area;Y
44Y-000000001579;FI_RAI000;Rauhalahti voimalaitos;;44X-00000000102B;Active;;;;Metering Grid Area;Y
44Y-000000001587;FI_KJI000;Keljonlahden voimalaitos;;44X-00000000102B;Active;;;;Metering Grid Area;Y
44Y-000000001595;FI_TELA00;Tenergia Oy;;44X-000000001411;Active;;;;Metering Grid Area;Y
44Y-00000000160K;FI_FS;Fingrid Oyj;;10X1001A1001A264;Active;;;;Bidding Zone;Y
44Y-00000000161I;FI_EL;Fingrid Oyj;;10X1001A1001A264;Active;;;;Bidding Zone;Y
44Y-00000000162G;FI_OL0000;Olkiluodon voimalaitos;;44X-00000000143Y;Active;;;;Metering Grid Area;Y
44Y-00000000163E;FI_OL0003;Olkiluoto kulutusverkko OL0003;;44X-00000000143Y;Active;;;;Metering Grid Area;Y
44Y-00000000164C;FI_OL0005;Olkiluoto kulutusverkko OL0005;;44X-00000000143Y;Active;;;;Metering Grid Area;Y
44Y-00000000165A;FI_KAV000;Kaakon Alueverkko ;;44X-00000000145U;Active;;;;Metering Grid Area;Y
44Y-000000001668;FI_HAM001;Haminan Energia Oy ;;44X-00000000066Q;Active;;;;Metering Grid Area;Y
44Y-000000001676;FI_HAM002;Haminan Energia Oy;;44X-00000000066Q;Active;;;;Metering Grid Area;Y
44Y-000000001684;FI_SAVA00;Satavakka Oy;;44X-00000000146S;Active;;;;Metering Grid Area;Y
44Y-000000001692;FI_LLT000;Lielahden voimalaitos;;23X--150519-TS-J;Active;;;;Metering Grid Area;Y
44Y-00000000170H;FI_NSL100;Naistenlahti 1;;23X--150519-TS-J;Active;;;;Metering Grid Area;Y
44Y-00000000171F;FI_NSL200;Naistenlahti 3;;23X--150519-TS-J;Active;;;;Metering Grid Area;Y
44Y-00000000172D;FI_TMK000;Tammerkosken vesivoimalaitos;;23X--150519-TS-J;Active;;;;Metering Grid Area;Y
44Y-00000000173B;FI_TAV000;Tammervoiman hyötyvoimalaitos;;23X--150519-TS-J;Active;;;;Metering Grid Area;Y
44Y-000000001757;FI_SVI000;Sähkö-Virkeät Oy alueverkko;;44X-000000001306;Active;;;;Metering Grid Area;Y
44Y-000000001765;FI_KESE00;Koskienergia Koskivoima Oy vesivoimalaitokset;;44X-000000001306;Active;;;;Metering Grid Area;Y
44Y-000000001773;FI_VR0000;Ratajohtoverkko;;44X-00000000148O;Active;;;;Metering Grid Area;Y
44Y-000000001781;FI_EPA000;EPV Alueverkko Oy;;44X-00000000149M;Active;;;;Metering Grid Area;Y
44Y-00000000180E;FI_HAP000;Haapakosken voimalaitos;;44X-000000000415;Active;;;;Metering Grid Area;Y
44Y-00000000181C;FI_ISH000;Isohaaran voimalaitos;;44X-000000000415;Active;;;;Metering Grid Area;Y
44Y-00000000182A;FI_JUM000;Jumiskon voimalaitos;;44X-000000000415;Active;;;;Metering Grid Area;Y
44Y-000000001838;FI_JUM001;Jumisko, kulutusverkko;;44X-000000000415;Active;;;;Metering Grid Area;Y
44Y-000000001846;FI_KIE000;Kierikin voimalaitos;;44X-000000000415;Active;;;;Metering Grid Area;Y
44Y-000000001854;FI_MAL000;Maalismaan voimalaitos;;44X-000000000415;Active;;;;Metering Grid Area;Y
44Y-000000001862;FI_MEL000;Melon voimalaitos;;44X-000000000415;Active;;;;Metering Grid Area;Y
44Y-000000001870;FI_PAH000;Pahkakosken voimalaitos;;44X-000000000415;Active;;;;Metering Grid Area;Y
44Y-00000000188Z;FI_PAJ000;Pajarin voimalaitos;;44X-000000000415;Active;;;;Metering Grid Area;Y
44Y-00000000189X;FI_RAS000;Raasakan voimalaitos;;44X-000000000415;Active;;;;Metering Grid Area;Y
44Y-00000000190B;FI_RAS001;Raasakka, kulutusverkko ;;44X-000000000415;Active;;;;Metering Grid Area;Y
44Y-000000001919;FI_AMA000;Ahlströmin Makkarakosken voimalaitos;;23X--150625-LE-S;Active;;;;Metering Grid Area;Y
44Y-000000001927;FI_KARA00;Karanojan voimalaitos;;23X--150625-LE-S;Active;;;;Metering Grid Area;Y
44Y-000000001935;FI_PSE001;Pietarsaaren energialaitos;;23X--150625-LE-S;Active;;;;Metering Grid Area;Y
44Y-000000001943;FI_SUMI00;Sumituuli Oy;;23X--150625-LE-S;Active;;;;Metering Grid Area;Y
44Y-000000001951;FI_PIP000;Piiparinmäki tuulipuisto;;44X-00000000083Q;Active;;;;Metering Grid Area;Y
44Y-00000000197Y;FI_KAVO01;Kainuun Voima, lämpövoima;;44X-00000000083Q;Active;;;;Metering Grid Area;Y
44Y-00000000198W;FI_KAVO00;Kainuun Voima, Ämmäkoski, Koivukoski I;;44X-00000000083Q;Active;;;;Metering Grid Area;Y
44Y-00000000199U;FI_KAJA00;Kajaanin tehtaat;;44X-00000000083Q;Active;;;;Metering Grid Area;Y
44Y-00000000200Y;FI_KAVO02;Kainuun Voima, Koivukoski III;;44X-00000000083Q;Active;;;;Metering Grid Area;Y
44Y-00000000201W;FI_ALT000;Altia Oyj Koskenkorvan teollisuusverkko;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000202U;FI_ATR000;Atria Nurmo kiinteistöverkko;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000203S;FI_HAVE00;Vapo Oy Haapaveden voimalaitoksen kulutusverkko;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000204Q;FI_HERA00;Valio Oy Herajoki;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000205O;FI_HOV000;Hovinsaaren voimalaitos;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000206M;FI_HYV000;Hyötyvoimalaitos;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000207K;FI_HYV001;Hyötyvoimalaitoksen teollisuusverkko;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000208I;FI_ILOM00;Vapo Oy Ilomantsin voimalaitoksen kulutusverkko;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000209G;FI_KENI00;Kevätniemen voimalaitos;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000210V;FI_KISU00;Kiimassuon voimalaitos;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000211T;FI_KON000;Kone Oyj Teollisuusverkko;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000212R;FI_KVL000;Kiviristin lämmön voimalaitos;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000213P;FI_LEM000;LEMENE tuotantoverkko;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000214N;FI_MDO000;Mondo Minerals Oy / Lahnaslampi;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000215L;FI_NIKA00;Nivalan kaukolämpö Oy;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000216J;FI_NR0000;Nokian Renkaat;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000217H;FI_OKLA00;BKO kiinteistöverkko;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000218F;FI_OKPY00;Pyhäsalmen Teollisuusverkko;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000219D;FI_PAR000;FSEM Paraisten verkko;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000220S;FI_RIV000;Riikinvoiman voimalaitos;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000221Q;FI_RTP000;Valmet Oy Rautpohjan tehtaat;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000222O;FI_SALO00;Vapo Oy Salon voimalaitoksen kulutusverkko;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000223M;FI_SOT000;Vapo Oy Sotkamon voimalaitoksen kulutusverkko;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000224K;FI_TAA000;Taalintehtaan Teollisuusverkko;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000225I;FI_TORA00;Kuusamon voimalaitos;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000226G;FI_VNJ000;Vanajan voimalaitos;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000227E;FI_RIUT01;Pohjantuulen Voima Oy, Riutunkarin tuulipuisto;;44X-000000000601;Active;;;;Metering Grid Area;Y
44Y-00000000228C;FI_JOE000;Joensuun kaukolämpölaitos;;44X-00000000082S;Active;;;;Metering Grid Area;Y
44Y-00000000229A;FI_LALI01;Lännen Lintu Oy voimalaitosverkko;;44X-00000000098D;Active;;;;Metering Grid Area;Y
44Y-00000000230P;FI_SALL01;Sallila Energia Oy Sallila vesivoimalaitosverkko;;44X-00000000098D;Active;;;;Metering Grid Area;Y
44Y-00000000231N;FI_PJN000;Ahlström Varkaus Pajaniemi;;44X-00000000100F;Active;;;;Metering Grid Area;Y
44Y-00000000232L;FI_TMP000;Heinola kulutusverkko;;44X-00000000100F;Active;;;;Metering Grid Area;Y
44Y-00000000233J;FI_TMP001;Tampella Heinolan Alueverkko;;44X-00000000100F;Active;;;;Metering Grid Area;Y
44Y-00000000234H;FI_UMH000;Uimaharjun voimalaitoksen kulutusverkko;;44X-00000000100F;Active;;;;Metering Grid Area;Y
44Y-00000000235F;FI_MER000;Merikosken voimalaitos;;44X-00000000045Y;Active;;;;Metering Grid Area;Y
44Y-00000000236D;FI_TOP000;Toppilan voimalaitos;;44X-00000000045Y;Active;;;;Metering Grid Area;Y
44Y-00000000237B;FI_LAA000;Laanilan Biovoimalaitos;;44X-00000000045Y;Active;;;;Metering Grid Area;Y
44Y-000000002389;FI_ASV001;Esse Elektro-Kraft Ab tuotanto yli 1 MW;;44X-00000000049Q;Active;;;;Metering Grid Area;Y
44Y-000000002397;FI_ASV002;Esse Elektro-Kraft Ab tuotanto alle 1 MW;;44X-00000000049Q;Active;;;;Metering Grid Area;Y
44Y-00000000240M;FI_HANH00;Hanhikosken voimalaitosverkko;;44X-00000000049Q;Active;;;;Metering Grid Area;Y
44Y-00000000241K;FI_ESU001;Nikkilän voimalaitos;;44X-000000000164;Active;;;;Metering Grid Area;Y
44Y-00000000242I;FI_KER001;Alikeravan ja Savion voimalaitokset;;44X-000000000164;Active;;;;Metering Grid Area;Y
44Y-00000000243G;FI_KLV000;Keravan Lämpövoima Oy:n voimalaitos;;44X-000000000164;Active;;;;Metering Grid Area;Y
44Y-00000000244E;FI_ANJ000;Anjalan tehtaat;;44X-00000000100F;Active;;;;Metering Grid Area;Y
44Y-00000000245C;FI_ANJ001;Anjalankosken voimalaitosverkko;;44X-00000000100F;Active;;;;Metering Grid Area;Y
44Y-00000000246A;FI_EGTU00;Enson tutkimustehdas Imatra;;44X-00000000100F;Active;;;;Metering Grid Area;Y
44Y-000000002478;FI_TMP002;Heinola voimalaitosverkko;;44X-00000000100F;Active;;;;Metering Grid Area;Y
44Y-000000002486;FI_HONSA0;Honkalahden saha;;44X-00000000100F;Active;;;;Metering Grid Area;Y
44Y-000000002494;FI_KAU001;Kaukopää voimalaitosverkko;;44X-00000000100F;Active;;;;Metering Grid Area;Y
44Y-00000000250J;FI_KAU000;Kaukopään tehtaat Imatra;;44X-00000000100F;Active;;;;Metering Grid Area;Y
44Y-00000000251H;FI_NTS000;Nuottasaaren tehtaat;;44X-00000000100F;Active;;;;Metering Grid Area;Y
44Y-00000000252F;FI_NTS002;Nuottasaari voimalaitosverkko;;44X-00000000100F;Active;;;;Metering Grid Area;Y
44Y-00000000253D;FI_PJN001;Pajaniemi voimalaitosverkko;;44X-00000000100F;Active;;;;Metering Grid Area;Y
44Y-00000000254B;FI_PNK000;Pankakosken tehdas;;44X-00000000100F;Active;;;;Metering Grid Area;Y
44Y-000000002559;FI_PLAN00;Puhos, Kiteen Saha Plan-Sell;;44X-00000000100F;Active;;;;Metering Grid Area;Y
44Y-000000002567;FI_SUN000;Sunila Oy;;44X-00000000100F;Active;;;;Metering Grid Area;Y
44Y-000000002575;FI_SUN001;Sunila voimalaitosverkko;;44X-00000000100F;Active;;;;Metering Grid Area;Y
44Y-000000002583;FI_TAT000;Tainionkosken tehtaat, Imatra;;44X-00000000100F;Active;;;;Metering Grid Area;Y
44Y-000000002591;FI_UMH001;Uimaharjun voimalaitoksen tuotantoverkko;;44X-00000000100F;Active;;;;Metering Grid Area;Y
44Y-00000000260G;FI_VEO000;Veitsiluodon tehtaat;;44X-00000000100F;Active;;;;Metering Grid Area;Y
44Y-00000000261E;FI_VEO001;Veitsiluodon voimalaitosverkko;;44X-00000000100F;Active;;;;Metering Grid Area;Y
44Y-00000000262C;FI_PILT00;Piltin puutarha;;44X-00000000156P;Active;;;;Metering Grid Area;Y
44Y-00000000263A;FI_PETTU0;Pettumäen Mylly Oy;;44X-00000000156P;Active;;;;Metering Grid Area;Y
44Y-000000002648;FI_VIAW00;Via Wind Oy;;44X-00000000156P;Active;;;;Metering Grid Area;Y
44Y-000000002656;FI_SUTU00;Suotuuli Oy;;44X-00000000156P;Active;;;;Metering Grid Area;Y
44Y-000000002664;FI_ARVA01;Årvas Wind Ab;;44X-00000000156P;Active;;;;Metering Grid Area;Y
44Y-000000002672;FI_KYY000;Kyyttö Energy Oy tuulivoima;;44X-00000000156P;Active;;;;Metering Grid Area;Y
44Y-000000002680;FI_KVKI00;Koivukosken vesivoimalaitos;;44X-00000000047U;Active;;;;Metering Grid Area;Y
44Y-00000000269Z;FI_KOL000;Kolsin vesivoimalaitos;;44X-00000000047U;Active;;;;Metering Grid Area;Y
44Y-00000000270D;FI_KRKI00;Korkeakosken vesivoimalaitos;;44X-00000000047U;Active;;;;Metering Grid Area;Y
44Y-00000000271B;FI_MKI001;Myllykosken voimalaitos, Kouvola;;44X-00000000158L;Active;;;;Metering Grid Area;Y
44Y-000000002729;FI_UKP001;Nykarleby Kraftverk tuotanto;;44X-00000000110C;Active;;;;Metering Grid Area;Y
44Y-000000002737;FI_ALUT00;Ala-Utoksen voimalaitos;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-000000002745;FI_MON000;Montan vesivoimalaitos;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-000000002753;FI_NU0000;Nuojuan vesivoimalaitos;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-000000002761;FI_PY0000;Pyhäkosken vesivoimalaitos;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-00000000278Y;FI_PAL000;Pällin vesivoimalaitos;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-00000000279W;FI_ST0000;Seitenoikean vesivoimalaitos;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-00000000280A;FI_LEP000; Leppikosken vesivoimalaitos;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-000000002818;FI_VEL001;Vetelin Sähkölaitos Oy tuotanto;;44X-00000000087I;Active;;;;Metering Grid Area;Y
44Y-000000002826;FI_BIVA00;Biovakan tuotantoverkko;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-000000002834;FI_EKEM01;Ekokemin teollisuusverkko, Riihimäki;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-000000002842;FI_HATU02;Haapajärvi 2;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-000000002850;FI_LEVI00;Ilmatar Leppävirta Oy;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-00000000286Z;FI_KITI00;Kivenlahden dieselverkko;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-00000000287X;FI_KOS000;Kokkosnivan vesivoimalaitos;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-00000000288V;FI_LATA00;Latamäki tuulipuisto;;44X-00000000147Q;Active;;;;Metering Grid Area;Y
44Y-00000000289T;FI_LO0000;Loviisan ydinvoimalaitos;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-000000002907;FI_MUNT00;Muntilan Tuulivoima Oy;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-000000002915;FI_OS0000;Ossauskosken vesivoimalaitos;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-000000002923;FI_POR000;Porttipahdan vesivoimalaitos;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-000000002931;FI_SK0000;Seitakorvan vesivoimalaitos;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-00000000295Y;FI_SMJ001;Suomenojan lämpöpumppu kulutusverkko;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-00000000296W;FI_SMJ000;Suomenojan voimalaitosverkko;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-00000000297U;FI_TA0000;Taivalkosken vesivoimalaitos;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-00000000298S;FI_TAEL00;Tapiolan dieselverkko;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-00000000299Q;FI_UT0000;Utasen vesivoimalaitos;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-00000000300U;FI_VA0000;Vanttauskosken vesivoimalaitos;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-00000000301S;FI_VRK000;Sappi Finland Oy Kirkniemen tehdas;;44X-00000000129S;Active;;;;Metering Grid Area;Y
44Y-00000000302Q;FI_VRK001;Kirkniemen voimalaitos;;44X-00000000129S;Active;;;;Metering Grid Area;Y
44Y-00000000303O;FI_LAKA02;CPC Finland Oy, Lakiakangas 2;;11XNEAS--------Q;Active;;;;Metering Grid Area;Y
44Y-00000000304M;FI_HANE01;Haukinevan Tuulipuisto;;11XNEAS--------Q;Active;;;;Metering Grid Area;Y
44Y-00000000305K;FI_HEVI01;Hedet Vindpark Ab;;11XNEAS--------Q;Active;;;;Metering Grid Area;Y
44Y-00000000306I;FI_HOTU00;Honkajoen Tuulipuisto ky;;11XNEAS--------Q;Active;;;;Metering Grid Area;Y
44Y-00000000307G;FI_JEPW01;Jeppo Windpark;;11XNEAS--------Q;Active;;;;Metering Grid Area;Y
44Y-00000000308E;FI_JOUW01;Jouttikallio Wind Oy;;11XNEAS--------Q;Active;;;;Metering Grid Area;Y
44Y-00000000309C;FI_KAN000;Kantin Tuulipuisto Ky;;11XNEAS--------Q;Active;;;;Metering Grid Area;Y
44Y-00000000310R;FI_KIPE00;Kivivaara-Peuravaaran Tuulipuisto Ky;;11XNEAS--------Q;Active;;;;Metering Grid Area;Y
44Y-00000000311P;FI_KIPE01;Kivivaara-Peuravaaran Tuulipuisto 2A Ky;;11XNEAS--------Q;Active;;;;Metering Grid Area;Y
44Y-00000000312N;FI_KIPE02;Kivivaara-Peuravaaran Tuulipuisto 2B Ky;;11XNEAS--------Q;Active;;;;Metering Grid Area;Y
44Y-00000000313L;FI_KIK000;Kooninkallion tuulivoimapuisto;;11XNEAS--------Q;Active;;;;Metering Grid Area;Y
44Y-00000000314J;FI_TLP000;Kytölän tuulivoimapuisto;;11XNEAS--------Q;Active;;;;Metering Grid Area;Y
44Y-00000000315H;FI_LIM000;Limakon Tuulipuisto Ky;;11XNEAS--------Q;Active;;;;Metering Grid Area;Y
44Y-00000000316F;FI_MYG000;Myllykankaan tuulivoimapuisto;;11XNEAS--------Q;Active;;;;Metering Grid Area;Y
44Y-00000000317D;FI_MYG002;Myllykankaan tuulivoimapuisto 2;;11XNEAS--------Q;Active;;;;Metering Grid Area;Y
44Y-00000000318B;FI_NYBY00;Nybyn tuulivoimapuisto;;11XNEAS--------Q;Active;;;;Metering Grid Area;Y
44Y-000000003199;FI_OLTU01;Oltavan Tuulipuisto Ky;;11XNEAS--------Q;Active;;;;Metering Grid Area;Y
44Y-00000000320O;FI_PAJU00;Pajukosken tuulipuisto;;11XNEAS--------Q;Active;;;;Metering Grid Area;Y
44Y-00000000321M;FI_PATU01;Paltusmäen Tuulivoima Oy;;11XNEAS--------Q;Active;;;;Metering Grid Area;Y
44Y-00000000322K;FI_VIHW01;Vihreäsaari Windpark;;11XNEAS--------Q;Active;;;;Metering Grid Area;Y
44Y-00000000323I;FI_KATU02;wpd Kannuksen Tuulipuisto Oy;;11XNEAS--------Q;Active;;;;Metering Grid Area;Y
44Y-00000000324G;FI_VSAK01;Säkylän voimalaitosverkko;;44X-00000000162U;Active;;;;Metering Grid Area;Y
44Y-00000000325E;FI_VSAK00;Sucros Säkylä teollisuusverkko;;44X-00000000162U;Active;;;;Metering Grid Area;Y
44Y-00000000326C;FI_IMA000;Imatran vesivoimalaitos;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-00000000327A;FI_JLH000;Jylhämän vesivoimalaitos;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-000000003288;FI_KALAX1;Kalaxin tuulipuisto;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-000000003296;FI_LKS000;Lieksankosken vesivoimalaitos;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-00000000330L;FI_LOKK00;Lokan vesivoimalaitos;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-00000000331J;FI_MPUL00;Meripori-Ulvila Alueverkko;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-00000000332H;FI_PT0000;Petäjäskosken vesivoimalaitos;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-00000000333F;FI_PI0000;Pirttikosken vesivoimalaitos;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-00000000334D;FI_VL0000;Valajaskosken vesivoimalaitos;;23XFORTUMPOWER-W;Active;;;;Metering Grid Area;Y
44Y-00000000335B;FI_KOT000;Kotkamills Oy ;;66X-00000000011Q;Active;;;;Metering Grid Area;Y
44Y-000000003369;FI_KOT001;Kotkan voimalaitosverkko;;66X-00000000011Q;Active;;;;Metering Grid Area;Y
44Y-000000003377;FI_PEJ000;Perhonjoki Oy Kaitfors tuotanto;;44X-00000000058P;Active;;;;Metering Grid Area;Y
44Y-000000003385;FI_PEJ001;Perhonjoki Oy Ylivieska tuotanto;;44X-00000000058P;Active;;;;Metering Grid Area;Y
44Y-000000003393;FI_ANTU00;Annankankaan tuulipuisto;;44X-00000000163S;Active;;;;Metering Grid Area;Y
44Y-00000000340I;FI_JOKE01;Jokelan Tuulipuisto;;44X-00000000163S;Active;;;;Metering Grid Area;Y
44Y-00000000341G;FI_MPTU00;Meri-Pori tuulipuisto;;44X-00000000163S;Active;;;;Metering Grid Area;Y
44Y-00000000342E;FI_NITU00;Nikkarinkaarron tuulipuisto;;44X-00000000163S;Active;;;;Metering Grid Area;Y
44Y-00000000343C;FI_RATU00;Raahe tuulipuisto;;44X-00000000163S;Active;;;;Metering Grid Area;Y
44Y-00000000344A;FI_TATU00;Tahkoluodon merituulipuisto;;44X-00000000163S;Active;;;;Metering Grid Area;Y
44Y-000000003458;FI_AL0000;Ahvenanmaan verkko;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-000000003466;FI_LAKA01;CPC Lakiakangas 1 Oy;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-000000003474;FI_HATU01;Haapajärvi Sauviinmäki Tuulivoima Oy, Haapajärven;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-000000003482;FI_HUIK01;Huikku Tuulivoima Oy, Hailuoto wind farm;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-000000003490;FI_JOUK01;Joukhaisselän Tuulipuisto Oy, Joukhaisselkä wind farm;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-00000000350F;FI_KANTU0;Kansallistuuli Oy, Hilskansaari wind farm;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-00000000351D;FI_KATU01;Karhusaaren Tuulipuisto;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-00000000352B;FI_KUOL01;Kuolavaara-Keulakkopään Tuulipuisto Oy;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-000000003539;FI_POTU01;Porituuli;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-000000003547;FI_PYVO00;Pyhänkosken tuulipuisto;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-000000003555;FI_RES001;Restuuli Oy, Märynummi wind farm;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-000000003563;FI_SATU01;Saarenkylän Tuulipuisto Oy;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-000000003571;FI_MUTU01;SPC 2 -Mustaisneva Oy, Mustaisnevan Tuulipuisto;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-00000000359Y;FI_SYSI01;Sysituuli Oy, Kauhajoki wind farm;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-00000000360C;FI_TOHK01;Tohkojan Tuulipuisto Oy, Tohkojan Tuulipuisto;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-00000000361A;FI_TUET01;Tuulipuisto Oy Etelänkylä, Etelänkylä wind farm;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-000000003628;FI_TUPY01;Tuulipuisto Oy Pyhäjoki;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-000000003636;FI_STW004;TuuliWatti, Olhava wind farm;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-000000003644;FI_STW006;TuuliWatti, Olhavan 2 wind farm;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-000000003652;FI_STW003;TuuliWatti, Onkalo wind farm;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-000000003660;FI_STW002;TuuliWatti, Putaankangas wind farm;;44X-00000000012C;Active;;;;Metering Grid Area;Y
44Y-00000000367Z;FI_TUVE01;Tuuliveikot Oy, Isoneva wind farm;;44X-00000000012C;Active;;;;Metering Grid Area;Y
